Brand,Name,Audience score,Price,Pace,Arch support,Weight lab Weight brand,Lightweight,Drop lab Drop brand,Strike pattern,Size,Midsole softness,Toebox durability,Heel padding durability,Outsole durability,Breathability,Width / fit,Toebox width,Stiffness,Torsional rigidity,Heel counter stiffness,Plate,Rocker,Heel lab Heel brand,Forefoot lab Forefoot brand,Widths available,Orthotic friendly,Season,Removable insole,Ranking,Popularity,Gender,Terrain
Brooks, Launch 9,"87
 Great!",$110,Daily runningTempo,Neutral,7.9 oz / 225g 8.1 oz / 230g,1,9.4 mm 10.0 mm,HeelMid/forefoot,True to size,Balanced,-,-,-,-,Narrow,-,Stiff,Stiff,Flexible,0,0,32.4 mm 36.0 mm,23.0 mm 26.0 mm,NormalWide,1,-,1,#301 Top 47%,#352 Bottom 45%,,
Brooks, Levitate 6,"90
 Superb!",$150,Daily running,Neutral,10.7 oz / 304g 10.9 oz / 309g,0,7.7 mm 8.0 mm,Mid/forefoot,True to size,Soft,Good,Good,Good,Breathable,Narrow,Medium,Stiff,Moderate,Moderate,0,0,34.3 mm 32.5 mm,26.6 mm 24.5 mm,Normal,1,SummerAll seasons,1,#72 Top 20%,#255 Bottom 30%,,
Adidas,4DFWD,"90
 Superb!",$200,Daily running,Neutral,11.9 oz / 336g 11.5 oz / 327g,0,8.9 mm 10.0 mm,HeelMid/forefoot,True to size,Firm,-,Good,-,Warm,Narrow,-,Stiff,Flexible,Flexible,0,0,33.3 mm 32.5 mm,24.4 mm 22.5 mm,Normal,1,All seasons,1,#104 Top 17%,#368 Bottom 42%,,
Adidas,4DFWD 2,"90
 Superb!",$200,Daily running,Neutral,12.6 oz / 356g 12.4 oz / 352g,0,10.6 mm 11.0 mm,Heel,Slightly small,Firm,-,-,-,Warm,Narrow,-,Stiff,Flexible,Moderate,0,0,31.8 mm 32.0 mm,21.2 mm 21.0 mm,Normal,1,All seasons,1,#126 Top 20%,#541 Bottom 16%,,
Adidas,4DFWD 3,"88
 Great!",$200,Daily running,Neutral,12.3 oz / 348g 12.2 oz / 345g,0,9.9 mm 10.0 mm,HeelMid/forefoot,True to size,Firm,Good,Good,Good,Warm,Narrow,Medium,Moderate,Flexible,Flexible,0,0,32.6 mm 34.0 mm,22.7 mm 24.0 mm,Normal,1,All seasons,1,#116 Top 32%,#339 Bottom 7%,,
Adidas,4DFWD 3,"88
 Great!",$200,Daily running,Neutral,12.3 oz / 348g 12.2 oz / 345g,0,9.9 mm 10.0 mm,HeelMid/forefoot,True to size,Firm,Good,Good,Good,Warm,Narrow,Medium,Moderate,Flexible,Flexible,0,0,32.6 mm 34.0 mm,22.7 mm 24.0 mm,Normal,1,All seasons,1,#116 Top 32%,#339 Bottom 7%,,
Brooks,Addiction GTS 15,"85
 Good!",$140,Daily running,Motion control,12.5 oz / 353g 12.2 oz / 346g,0,12.1 mm 12.0 mm,Heel,Slightly small,Firm,Decent,Good,Good,Moderate,Medium,Medium,Stiff,Stiff,Moderate,0,0,36.5 mm 36.0 mm,24.4 mm 24.0 mm,NarrowNormalWideX-Wide,1,All seasons,1,#221 Bottom 39%,#159 Top 44%,,
Adidas,Adidas Adizero SL2,"90
 Superb!",$130,Daily runningTempo,Neutral,8.6 oz / 245g 8.4 oz / 238g,1,8.2 mm 9.0 mm,HeelMid/forefoot,Half size small,Balanced,Bad,Good,Decent,Breathable,Wide,Medium,Moderate,Moderate,Flexible,0,0,34.9 mm 35.0 mm,26.7 mm 26.0 mm,NormalWide,1,SummerAll seasons,1,#44 Top 13%,#166 Top 46%,,
Adidas,Adistar,"88
 Great!",$130,Daily running,Neutral,11.5 oz / 325g 11.2 oz / 318g,0,9.6 mm 6.0 mm,HeelMid/forefoot,True to size,Balanced,Decent,Good,-,Moderate,Narrow,Medium,Stiff,Stiff,Flexible,0,1,34.4 mm 37.5 mm,24.8 mm 31.5 mm,Normal,1,All seasons,1,#267 Top 42%,#247 Top 39%,,
Adidas,Adistar 2.0,"83
 Good!",$130,Daily running,Neutral,11.6 oz / 328g 11.6 oz / 328g,0,8.0 mm 6.0 mm,HeelMid/forefoot,Half size small,Balanced,Bad,-,-,Breathable,Narrow,Wide,Stiff,Stiff,Stiff,0,1,33.8 mm 33.0 mm,25.8 mm 27.0 mm,Normal,1,SummerAll seasons,1,#506 Bottom 21%,#643 Bottom 1%,,
Adidas,Adistar 3,"89
 Great!",$130,Daily running,Neutral,9.7 oz / 274g 9.5 oz / 270g,0,10.5 mm 5.0 mm,Heel,True to size,Soft,Bad,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,40.7 mm 40.0 mm,30.2 mm 35.0 mm,NormalWide,1,SummerAll seasons,1,#97 Top 27%,#241 Bottom 33%,,
Adidas,Adistar 3,"89
 Great!",$130,Daily running,Neutral,9.7 oz / 274g 9.5 oz / 270g,0,10.5 mm 5.0 mm,Heel,True to size,Soft,Bad,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,40.7 mm 40.0 mm,30.2 mm 35.0 mm,NormalWide,1,SummerAll seasons,1,#96 Top 27%,#242 Bottom 34%,,
Adidas,Adistar 3,"89
 Great!",$130,Daily running,Neutral,9.7 oz / 274g 9.5 oz / 270g,0,10.5 mm 5.0 mm,Heel,True to size,Soft,Bad,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,40.7 mm 40.0 mm,30.2 mm 35.0 mm,NormalWide,1,SummerAll seasons,1,#98 Top 27%,#242 Bottom 33%,,
Adidas,Adistar 3,"89
 Great!",$130,Daily running,Neutral,9.7 oz / 274g 9.5 oz / 270g,0,10.5 mm 5.0 mm,Heel,True to size,Soft,Bad,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,40.7 mm 40.0 mm,30.2 mm 35.0 mm,NormalWide,1,SummerAll seasons,1,#96 Top 27%,#242 Bottom 33%,,
Adidas,Adistar 3,"89
 Great!",$130,Daily running,Neutral,9.7 oz / 274g 9.5 oz / 270g,0,10.5 mm 5.0 mm,Heel,True to size,Soft,Bad,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,40.7 mm 40.0 mm,30.2 mm 35.0 mm,NormalWide,1,SummerAll seasons,1,#96 Top 27%,#242 Bottom 33%,,
Adidas,Adistar 3,"89
 Great!",$130,Daily running,Neutral,9.7 oz / 274g 9.5 oz / 270g,0,10.5 mm 5.0 mm,Heel,True to size,Soft,Bad,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,40.7 mm 40.0 mm,30.2 mm 35.0 mm,NormalWide,1,SummerAll seasons,1,#98 Top 27%,#242 Bottom 33%,,
Adidas,Adistar 3,"89
 Great!",$130,Daily running,Neutral,9.7 oz / 274g 9.5 oz / 270g,0,10.5 mm 5.0 mm,Heel,True to size,Soft,Bad,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,40.7 mm 40.0 mm,30.2 mm 35.0 mm,NormalWide,1,SummerAll seasons,1,#96 Top 27%,#242 Bottom 33%,,
Adidas,Adistar 3,"89
 Great!",$130,Daily running,Neutral,9.7 oz / 274g 9.5 oz / 270g,0,10.5 mm 5.0 mm,Heel,True to size,Soft,Bad,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,40.7 mm 40.0 mm,30.2 mm 35.0 mm,NormalWide,1,SummerAll seasons,1,#98 Top 27%,#242 Bottom 33%,,
Adidas,Adistar 3,"89
 Great!",$130,Daily running,Neutral,9.7 oz / 274g 9.5 oz / 270g,0,10.5 mm 5.0 mm,Heel,True to size,Soft,Bad,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,40.7 mm 40.0 mm,30.2 mm 35.0 mm,NormalWide,1,SummerAll seasons,1,#98 Top 27%,#242 Bottom 33%,,
Adidas,Adistar 3,"89
 Great!",$130,Daily running,Neutral,9.7 oz / 274g 9.5 oz / 270g,0,10.5 mm 5.0 mm,Heel,True to size,Soft,Bad,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,40.7 mm 40.0 mm,30.2 mm 35.0 mm,NormalWide,1,SummerAll seasons,1,#98 Top 27%,#242 Bottom 33%,,
Adidas,Adistar 3,"89
 Great!",$130,Daily running,Neutral,9.7 oz / 274g 9.5 oz / 270g,0,10.5 mm 5.0 mm,Heel,True to size,Soft,Bad,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,40.7 mm 40.0 mm,30.2 mm 35.0 mm,NormalWide,1,SummerAll seasons,1,#98 Top 27%,#242 Bottom 33%,,
Adidas,Adistar 3,"89
 Great!",$130,Daily running,Neutral,9.7 oz / 274g 9.5 oz / 270g,0,10.5 mm 5.0 mm,Heel,True to size,Soft,Bad,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,40.7 mm 40.0 mm,30.2 mm 35.0 mm,NormalWide,1,SummerAll seasons,1,#98 Top 27%,#242 Bottom 33%,,
Adidas,Adizero Adios 7,"81
 Good!",$130,Tempo,Neutral,7.5 oz / 212g 7.5 oz / 212g,1,8.7 mm 8.0 mm,HeelMid/forefoot,Slightly small,Balanced,-,-,-,Breathable,Medium,Narrow,Stiff,Stiff,Flexible,0,0,31.6 mm 27.0 mm,22.9 mm 19.0 mm,NormalWide,1,SummerAll seasons,1,#535 Bottom 17%,#614 Bottom 4%,,
Adidas,Adizero Adios 8,"90
 Superb!",$130,Tempo,Neutral,7.4 oz / 210g 7 oz / 198g,1,7.6 mm 8.0 mm,Mid/forefoot,True to size,Soft,Bad,Decent,Good,Breathable,Medium,Wide,Flexible,Flexible,Flexible,0,0,28.0 mm 28.0 mm,20.4 mm 20.0 mm,Normal,1,SummerAll seasons,1,#129 Top 20%,#553 Bottom 14%,,
Adidas,Adizero Adios 9,"92
 Superb!",$140,CompetitionTempo,Neutral,6.2 oz / 176g 6.2 oz / 176g,1,6.2 mm 7.0 mm,Mid/forefoot,Slightly small,Soft,Bad,Good,Good,Warm,Medium,Narrow,Flexible,Flexible,Flexible,0,0,25.0 mm 28.0 mm,18.8 mm 21.0 mm,Normal,1,All seasons,1,#7 Top 2%,#245 Bottom 33%,,
Adidas,Adizero Adios Pro 2.0,"91
 Superb!",$220,Competition,Neutral,7.9 oz / 223g 7.6 oz / 215g,1,10.3 mm 10.0 mm,Heel,True to size,-,-,-,-,-,Narrow,-,Stiff,Stiff,Flexible,Carbon plate,1,40.0 mm 39.5 mm,29.7 mm 29.5 mm,Normal,0,-,0,#32 Top 5%,#569 Bottom 11%,,
Adidas,Adizero Adios Pro 3,"91
 Superb!",$250,Competition,Neutral,7.7 oz / 218g 7.9 oz / 223g,1,8.0 mm 6.5 mm,HeelMid/forefoot,True to size,Balanced,Bad,Good,Good,Breathable,Medium,Wide,Stiff,Stiff,Flexible,Carbon plate,1,37.8 mm 39.5 mm,29.8 mm 33.0 mm,Normal,1,SummerAll seasons,1,#41 Top 7%,#202 Top 32%,,
Adidas,Adizero Adios Pro 4,"93
 Superb!",$250,Competition,Neutral,7.1 oz / 200g 7.1 oz / 201g,1,8.1 mm 6.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Good,Good,Warm,Medium,Narrow,Stiff,Stiff,Flexible,Carbon plate,1,36.6 mm 39.0 mm,28.5 mm 33.0 mm,NormalWide,1,All seasons,1,#1 Top 1%,#38 Top 11%,,
Adidas,Adizero Adios Pro 4,"93
 Superb!",$250,Competition,Neutral,7.1 oz / 200g 7.1 oz / 201g,1,8.1 mm 6.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Good,Good,Warm,Medium,Narrow,Stiff,Stiff,Flexible,Carbon plate,1,36.6 mm 39.0 mm,28.5 mm 33.0 mm,NormalWide,1,All seasons,1,#1 Top 1%,#38 Top 11%,,
Adidas,Adizero Adios Pro 4,"93
 Superb!",$250,Competition,Neutral,7.1 oz / 200g 7.1 oz / 201g,1,8.1 mm 6.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Good,Good,Warm,Medium,Narrow,Stiff,Stiff,Flexible,Carbon plate,1,36.6 mm 39.0 mm,28.5 mm 33.0 mm,NormalWide,1,All seasons,1,#1 Top 1%,#38 Top 11%,,
Adidas,Adizero Boston 11,"83
 Good!",$160,Tempo,Neutral,10.2 oz / 290g 9.6 oz / 272g,0,9.8 mm 8.5 mm,HeelMid/forefoot,True to size,Balanced,Bad,Decent,Good,Moderate,Wide,Wide,Stiff,Stiff,Moderate,Carbon plate,1,39.1 mm 39.5 mm,29.3 mm 31.0 mm,NormalWide,1,All seasons,1,#480 Bottom 25%,#579 Bottom 10%,,
Adidas,Adizero Boston 12,"88
 Great!",$160,Tempo,Neutral,9.2 oz / 261g 9.2 oz / 260g,0,6.1 mm 6.5 mm,Mid/forefoot,Slightly large,Balanced,Bad,Decent,Good,Breathable,Wide,Medium,Stiff,Stiff,Flexible,0,1,34.5 mm 37.0 mm,28.4 mm 30.5 mm,NormalWide,1,SummerAll seasons,1,#216 Top 34%,#338 Bottom 47%,,
Adidas,Adizero Boston 13,"90
 Superb!",$160,CompetitionTempo,Neutral,9 oz / 254g 9 oz / 255g,0,6.0 mm 6.0 mm,Mid/forefoot,True to size,Balanced,Decent,Good,Good,Moderate,Medium,Narrow,Moderate,Stiff,Stiff,Carbon plate,1,34.3 mm 36.0 mm,28.3 mm 30.0 mm,NormalWide,1,All seasons,1,#38 Top 11%,#206 Bottom 43%,,
Adidas,Adizero Boston 13,"90
 Superb!",$160,CompetitionTempo,Neutral,9 oz / 254g 9 oz / 255g,0,6.0 mm 6.0 mm,Mid/forefoot,True to size,Balanced,Decent,Good,Good,Moderate,Medium,Narrow,Moderate,Stiff,Stiff,Carbon plate,1,34.3 mm 36.0 mm,28.3 mm 30.0 mm,NormalWide,1,All seasons,1,#38 Top 11%,#206 Bottom 43%,,
Adidas,Adizero Boston 13,"90
 Superb!",$160,CompetitionTempo,Neutral,9 oz / 254g 9 oz / 255g,0,6.0 mm 6.0 mm,Mid/forefoot,True to size,Balanced,Decent,Good,Good,Moderate,Medium,Narrow,Moderate,Stiff,Stiff,Carbon plate,1,34.3 mm 36.0 mm,28.3 mm 30.0 mm,NormalWide,1,All seasons,1,#38 Top 11%,#206 Bottom 43%,,
Adidas,Adizero EVO SL,"93
 Superb!",$150,Daily runningTempo,Neutral,7.9 oz / 223g 7.9 oz / 224g,1,8.0 mm 6.5 mm,HeelMid/forefoot,True to size,Balanced,Bad,Good,Good,Breathable,Medium,Medium,Flexible,Stiff,Moderate,0,1,36.1 mm 38.5 mm,28.1 mm 32.0 mm,NormalWide,1,SummerAll seasons,1,#2 Top 1%,#23 Top 7%,,
Adidas,Adizero EVO SL,"93
 Superb!",$150,Daily runningTempo,Neutral,7.9 oz / 223g 7.9 oz / 224g,1,8.0 mm 6.5 mm,HeelMid/forefoot,True to size,Balanced,Bad,Good,Good,Breathable,Medium,Medium,Flexible,Stiff,Moderate,0,1,36.1 mm 38.5 mm,28.1 mm 32.0 mm,NormalWide,1,SummerAll seasons,1,#2 Top 1%,#23 Top 7%,,
Adidas,Adizero EVO SL,"93
 Superb!",$150,Daily runningTempo,Neutral,7.9 oz / 223g 7.9 oz / 224g,1,8.0 mm 6.5 mm,HeelMid/forefoot,True to size,Balanced,Bad,Good,Good,Breathable,Medium,Medium,Flexible,Stiff,Moderate,0,1,36.1 mm 38.5 mm,28.1 mm 32.0 mm,NormalWide,1,SummerAll seasons,1,#2 Top 1%,#23 Top 7%,,
Adidas,Adizero Prime X 2 Strung,"88
 Great!",$300,CompetitionTempo,Neutral,10.8 oz / 305g 10.8 oz / 306g,0,8.8 mm 6.5 mm,HeelMid/forefoot,Slightly small,Balanced,Good,Good,Good,Moderate,Medium,Narrow,Stiff,Stiff,Flexible,Carbon plate,1,45.7 mm 50.0 mm,36.9 mm 43.5 mm,Normal,1,All seasons,1,#132 Top 37%,#52 Top 15%,,
Adidas,Adizero Prime X 2 Strung,"88
 Great!",$300,CompetitionTempo,Neutral,10.8 oz / 305g 10.8 oz / 306g,0,8.8 mm 6.5 mm,HeelMid/forefoot,Slightly small,Balanced,Good,Good,Good,Moderate,Medium,Narrow,Stiff,Stiff,Flexible,Carbon plate,1,45.7 mm 50.0 mm,36.9 mm 43.5 mm,Normal,1,All seasons,1,#132 Top 37%,#52 Top 15%,,
Adidas,Adizero Prime X 2 Strung,"88
 Great!",$300,CompetitionTempo,Neutral,10.8 oz / 305g 10.8 oz / 306g,0,8.8 mm 6.5 mm,HeelMid/forefoot,Slightly small,Balanced,Good,Good,Good,Moderate,Medium,Narrow,Stiff,Stiff,Flexible,Carbon plate,1,45.7 mm 50.0 mm,36.9 mm 43.5 mm,Normal,1,All seasons,1,#132 Top 37%,#52 Top 15%,,
Adidas,Adizero Prime X3 STRUNG,"90
 Superb!",$300,CompetitionTempo,Neutral,10.3 oz / 291g 10.1 oz / 285g,0,13.0 mm 7.0 mm,HeelMid/forefoot,True to size,Soft,Good,Good,Bad,Moderate,Medium,Medium,Stiff,Stiff,Flexible,Carbon plate,1,48.1 mm 50.0 mm,35.1 mm 43.0 mm,Normal,1,All seasons,1,#48 Top 14%,#250 Bottom 31%,,
Adidas,Adizero SL,"88
 Great!",$120,Daily runningTempo,Neutral,8.8 oz / 249g 8.6 oz / 244g,1,8.6 mm 10.0 mm,HeelMid/forefoot,Slightly small,Balanced,Decent,Good,Good,Breathable,Medium,Medium,Stiff,Stiff,Moderate,0,0,34.9 mm 35.0 mm,26.3 mm 25.0 mm,NormalWide,1,SummerAll seasons,1,#235 Top 37%,#278 Top 44%,,
Adidas,Adizero SL2,"90
 Superb!",$130,Daily runningTempo,Neutral,8.6 oz / 245g 8.4 oz / 238g,1,8.2 mm 9.0 mm,HeelMid/forefoot,Half size small,Balanced,Bad,Good,Decent,Breathable,Wide,Medium,Moderate,Moderate,Flexible,0,0,34.9 mm 35.0 mm,26.7 mm 26.0 mm,NormalWide,1,SummerAll seasons,1,#44 Top 13%,#166 Top 46%,,
Adidas,Adizero SL2,"90
 Superb!",$130,Daily runningTempo,Neutral,8.6 oz / 245g 8.4 oz / 238g,1,8.2 mm 9.0 mm,HeelMid/forefoot,Half size small,Balanced,Bad,Good,Decent,Breathable,Wide,Medium,Moderate,Moderate,Flexible,0,0,34.9 mm 35.0 mm,26.7 mm 26.0 mm,NormalWide,1,SummerAll seasons,1,#44 Top 13%,#166 Top 46%,,
Adidas,Adizero SL2,"90
 Superb!",$130,Daily runningTempo,Neutral,8.6 oz / 245g 8.4 oz / 238g,1,8.2 mm 9.0 mm,HeelMid/forefoot,Half size small,Balanced,Bad,Good,Decent,Breathable,Wide,Medium,Moderate,Moderate,Flexible,0,0,34.9 mm 35.0 mm,26.7 mm 26.0 mm,NormalWide,1,SummerAll seasons,1,#44 Top 13%,#166 Top 46%,,
Adidas,Adizero SL2,"90
 Superb!",$130,Daily runningTempo,Neutral,8.6 oz / 245g 8.4 oz / 238g,1,8.2 mm 9.0 mm,HeelMid/forefoot,Half size small,Balanced,Bad,Good,Decent,Breathable,Wide,Medium,Moderate,Moderate,Flexible,0,0,34.9 mm 35.0 mm,26.7 mm 26.0 mm,NormalWide,1,SummerAll seasons,1,#44 Top 13%,#166 Top 46%,,
Adidas,Adizero SL2,"90
 Superb!",$130,Daily runningTempo,Neutral,8.6 oz / 245g 8.4 oz / 238g,1,8.2 mm 9.0 mm,HeelMid/forefoot,Half size small,Balanced,Bad,Good,Decent,Breathable,Wide,Medium,Moderate,Moderate,Flexible,0,0,34.9 mm 35.0 mm,26.7 mm 26.0 mm,NormalWide,1,SummerAll seasons,1,#44 Top 13%,#166 Top 46%,,
Adidas,Adizero SL2,"90
 Superb!",$130,Daily runningTempo,Neutral,8.6 oz / 245g 8.4 oz / 238g,1,8.2 mm 9.0 mm,HeelMid/forefoot,Half size small,Balanced,Bad,Good,Decent,Breathable,Wide,Medium,Moderate,Moderate,Flexible,0,0,34.9 mm 35.0 mm,26.7 mm 26.0 mm,NormalWide,1,SummerAll seasons,1,#44 Top 13%,#166 Top 46%,,
Adidas,Adizero SL2,"90
 Superb!",$130,Daily runningTempo,Neutral,8.6 oz / 245g 8.4 oz / 238g,1,8.2 mm 9.0 mm,HeelMid/forefoot,Half size small,Balanced,Bad,Good,Decent,Breathable,Wide,Medium,Moderate,Moderate,Flexible,0,0,34.9 mm 35.0 mm,26.7 mm 26.0 mm,NormalWide,1,SummerAll seasons,1,#44 Top 13%,#166 Top 46%,,
Adidas,Adizero SL2,"90
 Superb!",$130,Daily runningTempo,Neutral,8.6 oz / 245g 8.4 oz / 238g,1,8.2 mm 9.0 mm,HeelMid/forefoot,Half size small,Balanced,Bad,Good,Decent,Breathable,Wide,Medium,Moderate,Moderate,Flexible,0,0,34.9 mm 35.0 mm,26.7 mm 26.0 mm,NormalWide,1,SummerAll seasons,1,#44 Top 13%,#166 Top 46%,,
Adidas,Adizero SL2,"90
 Superb!",$130,Daily runningTempo,Neutral,8.6 oz / 245g 8.4 oz / 238g,1,8.2 mm 9.0 mm,HeelMid/forefoot,Half size small,Balanced,Bad,Good,Decent,Breathable,Wide,Medium,Moderate,Moderate,Flexible,0,0,34.9 mm 35.0 mm,26.7 mm 26.0 mm,NormalWide,1,SummerAll seasons,1,#44 Top 13%,#166 Top 46%,,
Adidas,Adizero Takumi Sen 10,"89
 Great!",$180,CompetitionTempo,Neutral,7.1 oz / 200g 6.9 oz / 196g,1,7.8 mm 6.0 mm,Mid/forefoot,Half size small,Soft,Bad,Good,Bad,Breathable,Narrow,Medium,Moderate,Stiff,Flexible,0,0,30.6 mm 33.0 mm,22.8 mm 27.0 mm,Normal,1,SummerAll seasons,1,#88 Top 25%,#252 Bottom 31%,,
Brooks,Adrenaline GTS 22,"89
 Great!",$140,Daily running,Stability,10.4 oz / 294g 10.2 oz / 289g,0,14.7 mm 12.0 mm,Heel,True to size,-,-,-,-,-,Medium,-,Stiff,-,-,0,0,37.4 mm 36.0 mm,22.7 mm 24.0 mm,NarrowNormalWideX-Wide,0,-,0,#148 Top 23%,#82 Top 13%,,
Brooks,Adrenaline GTS 23,"89
 Great!",$140,Daily running,Stability,10.1 oz / 286g 10.4 oz / 294g,0,12.6 mm 12.0 mm,Heel,True to size,Soft,Bad,Good,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,0,34.1 mm 36.0 mm,21.5 mm 24.0 mm,NarrowNormalWideX-Wide,1,SummerAll seasons,1,#211 Top 33%,#36 Top 6%,,
Brooks,Adrenaline GTS 24,"85
 Good!",$140,Daily running,Stability,10.3 oz / 291g 10 oz / 283g,0,13.5 mm 12.0 mm,Heel,Slightly small,Balanced,Decent,Good,Good,Moderate,Medium,Medium,Moderate,Stiff,Stiff,0,0,39.0 mm 39.0 mm,25.5 mm 27.0 mm,NarrowNormalWideX-Wide,1,All seasons,1,#214 Bottom 41%,#5 Top 2%,,
Brooks,Adrenaline GTS 24,"85
 Good!",$140,Daily running,Stability,10.3 oz / 291g 10 oz / 283g,0,13.5 mm 12.0 mm,Heel,Slightly small,Balanced,Decent,Good,Good,Moderate,Medium,Medium,Moderate,Stiff,Stiff,0,0,39.0 mm 39.0 mm,25.5 mm 27.0 mm,NarrowNormalWideX-Wide,1,All seasons,1,#216 Bottom 40%,#5 Top 2%,,
Brooks,Adrenaline GTS 24,"85
 Good!",$140,Daily running,Stability,10.3 oz / 291g 10 oz / 283g,0,13.5 mm 12.0 mm,Heel,Slightly small,Balanced,Decent,Good,Good,Moderate,Medium,Medium,Moderate,Stiff,Stiff,0,0,39.0 mm 39.0 mm,25.5 mm 27.0 mm,NarrowNormalWideX-Wide,1,All seasons,1,#216 Bottom 40%,#5 Top 2%,,
Brooks,Adrenaline GTS 24,"85
 Good!",$140,Daily running,Stability,10.3 oz / 291g 10 oz / 283g,0,13.5 mm 12.0 mm,Heel,Slightly small,Balanced,Decent,Good,Good,Moderate,Medium,Medium,Moderate,Stiff,Stiff,0,0,39.0 mm 39.0 mm,25.5 mm 27.0 mm,NarrowNormalWideX-Wide,1,All seasons,1,#216 Bottom 40%,#5 Top 2%,,
Brooks,Adrenaline GTS 24,"85
 Good!",$140,Daily running,Stability,10.3 oz / 291g 10 oz / 283g,0,13.5 mm 12.0 mm,Heel,Slightly small,Balanced,Decent,Good,Good,Moderate,Medium,Medium,Moderate,Stiff,Stiff,0,0,39.0 mm 39.0 mm,25.5 mm 27.0 mm,NarrowNormalWideX-Wide,1,All seasons,1,#216 Bottom 40%,#5 Top 2%,,
Brooks,Adrenaline GTS 24,"85
 Good!",$140,Daily running,Stability,10.3 oz / 291g 10 oz / 283g,0,13.5 mm 12.0 mm,Heel,Slightly small,Balanced,Decent,Good,Good,Moderate,Medium,Medium,Moderate,Stiff,Stiff,0,0,39.0 mm 39.0 mm,25.5 mm 27.0 mm,NarrowNormalWideX-Wide,1,All seasons,1,#216 Bottom 40%,#5 Top 2%,,
Skechers,Aero Burst,"92
 Superb!",$150,Daily running,Neutral,11.4 oz / 322g,0,8.8 mm 6.0 mm,HeelMid/forefoot,True to size,Soft,Decent,Good,Good,Moderate,Medium,Narrow,Moderate,Stiff,Stiff,0,0,41.7 mm 42.0 mm,32.9 mm 36.0 mm,NormalWide,1,All seasons,1,#12 Top 4%,#24 Top 7%,,
Skechers,Aero Burst,"92
 Superb!",$150,Daily running,Neutral,11.4 oz / 322g,0,8.8 mm 6.0 mm,HeelMid/forefoot,True to size,Soft,Decent,Good,Good,Moderate,Medium,Narrow,Moderate,Stiff,Stiff,0,0,41.7 mm 42.0 mm,32.9 mm 36.0 mm,NormalWide,1,All seasons,1,#12 Top 4%,#24 Top 7%,,
Salomon,Aero Glide,"88
 Great!",$160,Daily running,Neutral,9.3 oz / 264g 9 oz / 254g,0,11.0 mm 10.0 mm,Heel,True to size,Balanced,Decent,Decent,Good,Moderate,Medium,Medium,Stiff,Stiff,Moderate,0,1,35.2 mm 37.0 mm,24.2 mm 27.0 mm,Normal,1,All seasons,1,#221 Top 35%,#443 Bottom 31%,,
Salomon,Aero Glide 2,"93
 Superb!",$160,Daily running,Neutral,9.5 oz / 268g 9.2 oz / 260g,0,11.3 mm 10.0 mm,Heel,True to size,Balanced,Good,Decent,Decent,Moderate,Medium,Medium,Moderate,Stiff,Moderate,0,1,35.5 mm 41.0 mm,24.2 mm 31.0 mm,Normal,1,All seasons,1,#9 Top 2%,#529 Bottom 17%,,
Salomon,Aero Glide 3,"92
 Superb!",$160,Daily running,Neutral,8.7 oz / 248g 8.6 oz / 245g,1,10.3 mm 8.0 mm,Heel,Slightly large,Balanced,Bad,Decent,Decent,Moderate,Narrow,Narrow,Moderate,Stiff,Flexible,0,0,42.2 mm 40.0 mm,31.9 mm 32.0 mm,Normal,1,All seasons,1,#7 Top 2%,#110 Top 30%,,
Salomon,Aero Glide 3,"92
 Superb!",$160,Daily running,Neutral,8.7 oz / 248g 8.6 oz / 245g,1,10.3 mm 8.0 mm,Heel,Slightly large,Balanced,Bad,Decent,Decent,Moderate,Narrow,Narrow,Moderate,Stiff,Flexible,0,0,42.2 mm 40.0 mm,31.9 mm 32.0 mm,Normal,1,All seasons,1,#7 Top 2%,#110 Top 30%,,
Salomon,Aero Glide 3,"92
 Superb!",$160,Daily running,Neutral,8.7 oz / 248g 8.6 oz / 245g,1,10.3 mm 8.0 mm,Heel,Slightly large,Balanced,Bad,Decent,Decent,Moderate,Narrow,Narrow,Moderate,Stiff,Flexible,0,0,42.2 mm 40.0 mm,31.9 mm 32.0 mm,Normal,1,All seasons,1,#9 Top 3%,#110 Top 31%,,
