Brand,Name,Audience score,Price,Trail terrain,Arch support,Weight lab Weight brand,Lightweight,Drop lab Drop brand,Strike pattern,Size,Midsole softness,Plate,Toebox durability,Heel padding durability,Outsole durability,Breathability,Width / fit,Toebox width,Stiffness,Torsional rigidity,Heel counter stiffness,Lug depth,Heel stack lab Heel stack brand,Forefoot lab Forefoot brand,Widths available,For heavy runners,Season,Removable insole,Orthotic friendly,Waterproofing,Ranking,Popularity
Nike,Juniper Trail 2 GTX,"75
 Bad!",$130,Light,Neutral,10.3 oz / 293g 11.4 oz / 323g,0,10.2 mm 9.0 mm,Heel,True to size,Firm,0,Very good,Good,Good,Warm,Wide,Wide,Stiff,Stiff,Moderate,2.7 mm,34.5 mm 35.0 mm,24.3 mm 26.0 mm,Normal,0,Winter,1,1,Waterproof,#347 Bottom 5%,#164 Top 45%
Nike,Juniper Trail 2 GTX,"75
 Bad!",$130,Light,Neutral,10.3 oz / 293g 11.4 oz / 323g,0,10.2 mm 9.0 mm,Heel,True to size,Firm,0,Very good,Good,Good,Warm,Wide,Wide,Stiff,Stiff,Moderate,2.7 mm,34.5 mm 35.0 mm,24.3 mm 26.0 mm,Normal,0,Winter,1,1,Waterproof,#347 Bottom 5%,#164 Top 45%
Nike,Juniper Trail 2 GTX,"75
 Bad!",$130,Light,Neutral,10.3 oz / 293g 11.4 oz / 323g,0,10.2 mm 9.0 mm,Heel,True to size,Firm,0,Very good,Good,Good,Warm,Wide,Wide,Stiff,Stiff,Moderate,2.7 mm,34.5 mm 35.0 mm,24.3 mm 26.0 mm,Normal,0,Winter,1,1,Waterproof,#347 Bottom 5%,#164 Top 45%
Nike,Juniper Trail 2 GTX,"75
 Bad!",$130,Light,Neutral,10.3 oz / 293g 11.4 oz / 323g,0,10.2 mm 9.0 mm,Heel,True to size,Firm,0,Very good,Good,Good,Warm,Wide,Wide,Stiff,Stiff,Moderate,2.7 mm,34.5 mm 35.0 mm,24.3 mm 26.0 mm,Normal,0,Winter,1,1,Waterproof,#347 Bottom 5%,#164 Top 45%
Nike,Juniper Trail 3,"73
 Bad!",$90,Light,Neutral,10.2 oz / 288g 10.8 oz / 305g,0,10.9 mm 10.0 mm,Heel,True to size,Balanced,0,Decent,Bad,Good,Warm,Medium,Wide,Moderate,Stiff,Stiff,2.6 mm,32.6 mm 32.0 mm,21.7 mm 22.0 mm,Normal,0,All seasons,1,1,-,#358 Bottom 2%,#184 Top 50%
Nike,Kiger 10,"77
 Decent!",$160,LightModerate,Neutral,9.2 oz / 261g 9.3 oz / 263g,0,3.7 mm 5.0 mm,Mid/forefoot,Slightly small,Soft,Rock plate,Very good,Good,Good,Breathable,Medium,Wide,Moderate,Flexible,Moderate,3.3 mm,28.3 mm 29.0 mm,24.6 mm 24.0 mm,Normal,0,SummerAll seasons,1,1,-,#333 Bottom 9%,#233 Bottom 36%
Nike,Pegasus Trail 3,"90
 Superb!",$130,LightModerate,Neutral,10.8 oz / 306g 11.3 oz / 320g,0,10.3 mm 10.0 mm,Heel,True to size,Soft,0,-,-,-,Warm,Medium,-,Stiff,Moderate,Moderate,3.3 mm,35.3 mm 36.0 mm,25.0 mm 26.0 mm,Normal,0,All seasons,1,1,-,#87 Top 14%,#375 Bottom 41%
Nike,Pegasus Trail 3 GTX,"87
 Great!",$160,LightModerate,Neutral,11 oz / 311g 10.9 oz / 309g,0,9.8 mm 10.0 mm,HeelMid/forefoot,True to size,-,0,-,-,-,Warm,Narrow,-,Stiff,Moderate,Moderate,3.3 mm,32.5 mm 36.0 mm,22.7 mm 26.0 mm,Normal,0,Winter,1,1,Waterproof,#338 Bottom 47%,#432 Bottom 33%
Nike,Pegasus Trail 4 GTX,"86
 Good!",$160,LightModerate,Neutral,9.6 oz / 271g 9.6 oz / 272g,0,12.8 mm 10.0 mm,Heel,Slightly small,Soft,0,Good,Good,Good,Warm,Medium,Wide,Stiff,Stiff,Flexible,3.5 mm,37.7 mm 37.0 mm,24.9 mm 27.0 mm,Normal,0,Winter,1,1,Waterproof,#371 Bottom 42%,#407 Bottom 37%
Nike,Pegasus Trail 5,"90
 Superb!",$150,Light,Neutral,10.1 oz / 286g 10.1 oz / 286g,0,9.6 mm 9.5 mm,HeelMid/forefoot,True to size,Soft,0,Very good,Good,Good,Warm,Medium,Medium,Moderate,Moderate,Stiff,3.2 mm,34.6 mm 37.0 mm,25.0 mm 27.5 mm,NormalWideX-Wide,0,All seasons,1,1,-,#72 Top 20%,#48 Top 14%
Nike,Pegasus Trail 5,"90
 Superb!",$150,Light,Neutral,10.1 oz / 286g 10.1 oz / 286g,0,9.6 mm 9.5 mm,HeelMid/forefoot,True to size,Soft,0,Very good,Good,Good,Warm,Medium,Medium,Moderate,Moderate,Stiff,3.2 mm,34.6 mm 37.0 mm,25.0 mm 27.5 mm,NormalWideX-Wide,0,All seasons,1,1,-,#72 Top 20%,#48 Top 14%
Nike,Pegasus Trail 5,"90
 Superb!",$150,Light,Neutral,10.1 oz / 286g 10.1 oz / 286g,0,9.6 mm 9.5 mm,HeelMid/forefoot,True to size,Soft,0,Very good,Good,Good,Warm,Medium,Medium,Moderate,Moderate,Stiff,3.2 mm,34.6 mm 37.0 mm,25.0 mm 27.5 mm,NormalWideX-Wide,0,All seasons,1,1,-,#73 Top 20%,#48 Top 14%
Nike,Pegasus Trail 5,"90
 Superb!",$150,Light,Neutral,10.1 oz / 286g 10.1 oz / 286g,0,9.6 mm 9.5 mm,HeelMid/forefoot,True to size,Soft,0,Very good,Good,Good,Warm,Medium,Medium,Moderate,Moderate,Stiff,3.2 mm,34.6 mm 37.0 mm,25.0 mm 27.5 mm,NormalWideX-Wide,0,All seasons,1,1,-,#73 Top 20%,#48 Top 14%
Nike,Pegasus Trail 5,"90
 Superb!",$150,Light,Neutral,10.1 oz / 286g 10.1 oz / 286g,0,9.6 mm 9.5 mm,HeelMid/forefoot,True to size,Soft,0,Very good,Good,Good,Warm,Medium,Medium,Moderate,Moderate,Stiff,3.2 mm,34.6 mm 37.0 mm,25.0 mm 27.5 mm,NormalWideX-Wide,0,All seasons,1,1,-,#73 Top 20%,#48 Top 14%
Nike,Pegasus Trail 5,"90
 Superb!",$150,Light,Neutral,10.1 oz / 286g 10.1 oz / 286g,0,9.6 mm 9.5 mm,HeelMid/forefoot,True to size,Soft,0,Very good,Good,Good,Warm,Medium,Medium,Moderate,Moderate,Stiff,3.2 mm,34.6 mm 37.0 mm,25.0 mm 27.5 mm,NormalWideX-Wide,0,All seasons,1,1,-,#73 Top 20%,#48 Top 14%
Nike,Pegasus Trail 5,"90
 Superb!",$150,Light,Neutral,10.1 oz / 286g 10.1 oz / 286g,0,9.6 mm 9.5 mm,HeelMid/forefoot,True to size,Soft,0,Very good,Good,Good,Warm,Medium,Medium,Moderate,Moderate,Stiff,3.2 mm,34.6 mm 37.0 mm,25.0 mm 27.5 mm,NormalWideX-Wide,0,All seasons,1,1,-,#73 Top 20%,#48 Top 14%
nike,Pegasus Trail 5,"90
 Superb!",$150,Light,Neutral,10.1 oz / 286g 10.1 oz / 286g,0,9.6 mm 9.5 mm,HeelMid/forefoot,True to size,Soft,0,Very good,Good,Good,Warm,Medium,Medium,Moderate,Moderate,Stiff,3.2 mm,34.6 mm 37.0 mm,25.0 mm 27.5 mm,NormalWideX-Wide,0,All seasons,1,1,-,#73 Top 20%,#48 Top 14%
Nike,Pegasus Trail 5,"90
 Superb!",$150,Light,Neutral,10.1 oz / 286g 10.1 oz / 286g,0,9.6 mm 9.5 mm,HeelMid/forefoot,True to size,Soft,0,Very good,Good,Good,Warm,Medium,Medium,Moderate,Moderate,Stiff,3.2 mm,34.6 mm 37.0 mm,25.0 mm 27.5 mm,NormalWideX-Wide,0,All seasons,1,1,-,#73 Top 20%,#48 Top 14%
Nike,Pegasus Trail 5,"90
 Superb!",$150,Light,Neutral,10.1 oz / 286g 10.1 oz / 286g,0,9.6 mm 9.5 mm,HeelMid/forefoot,True to size,Soft,0,Very good,Good,Good,Warm,Medium,Medium,Moderate,Moderate,Stiff,3.2 mm,34.6 mm 37.0 mm,25.0 mm 27.5 mm,NormalWideX-Wide,0,All seasons,1,1,-,#73 Top 20%,#48 Top 14%
Nike,Pegasus Trail 5,"90
 Superb!",$150,Light,Neutral,10.1 oz / 286g 10.1 oz / 286g,0,9.6 mm 9.5 mm,HeelMid/forefoot,True to size,Soft,0,Very good,Good,Good,Warm,Medium,Medium,Moderate,Moderate,Stiff,3.2 mm,34.6 mm 37.0 mm,25.0 mm 27.5 mm,NormalWideX-Wide,0,All seasons,1,1,-,#73 Top 20%,#48 Top 14%
Nike,Pegasus Trail 5 GTX,"75
 Bad!",$170,Light,Neutral,9.9 oz / 281g 10.6 oz / 300g,0,8.3 mm 9.5 mm,HeelMid/forefoot,Slightly small,Soft,0,Decent,Bad,Good,Warm,Medium,Wide,Moderate,Stiff,Flexible,3.6 mm,32.1 mm 37.0 mm,23.8 mm 27.5 mm,NarrowNormal,0,Winter,1,1,Waterproof,#346 Bottom 5%,#101 Top 28%
Nike,Pegasus Trail 5 GTX,"75
 Bad!",$170,Light,Neutral,9.9 oz / 281g 10.6 oz / 300g,0,8.3 mm 9.5 mm,HeelMid/forefoot,Slightly small,Soft,0,Decent,Bad,Good,Warm,Medium,Wide,Moderate,Stiff,Flexible,3.6 mm,32.1 mm 37.0 mm,23.8 mm 27.5 mm,NarrowNormal,0,Winter,1,1,Waterproof,#346 Bottom 5%,#101 Top 28%
Nike,Pegasus Trail 5 GTX,"75
 Bad!",$170,Light,Neutral,9.9 oz / 281g 10.6 oz / 300g,0,8.3 mm 9.5 mm,HeelMid/forefoot,Slightly small,Soft,0,Decent,Bad,Good,Warm,Medium,Wide,Moderate,Stiff,Flexible,3.6 mm,32.1 mm 37.0 mm,23.8 mm 27.5 mm,NarrowNormal,0,Winter,1,1,Waterproof,#346 Bottom 5%,#101 Top 28%
Nike,Pegasus Trail 5 GTX,"75
 Bad!",$170,Light,Neutral,9.9 oz / 281g 10.6 oz / 300g,0,8.3 mm 9.5 mm,HeelMid/forefoot,Slightly small,Soft,0,Decent,Bad,Good,Warm,Medium,Wide,Moderate,Stiff,Flexible,3.6 mm,32.1 mm 37.0 mm,23.8 mm 27.5 mm,NarrowNormal,0,Winter,1,1,Waterproof,#346 Bottom 5%,#101 Top 28%
Nike,Pegasus Trail 5 GTX,"75
 Bad!",$170,Light,Neutral,9.9 oz / 281g 10.6 oz / 300g,0,8.3 mm 9.5 mm,HeelMid/forefoot,Slightly small,Soft,0,Decent,Bad,Good,Warm,Medium,Wide,Moderate,Stiff,Flexible,3.6 mm,32.1 mm 37.0 mm,23.8 mm 27.5 mm,NarrowNormal,0,Winter,1,1,Waterproof,#347 Bottom 5%,#101 Top 28%
Nike,Pegasus Trail 5 GTX,"75
 Bad!",$170,Light,Neutral,9.9 oz / 281g 10.6 oz / 300g,0,8.3 mm 9.5 mm,HeelMid/forefoot,Slightly small,Soft,0,Decent,Bad,Good,Warm,Medium,Wide,Moderate,Stiff,Flexible,3.6 mm,32.1 mm 37.0 mm,23.8 mm 27.5 mm,NarrowNormal,0,Winter,1,1,Waterproof,#346 Bottom 5%,#101 Top 28%
Nike,Pegasus Trail 5 GTX,"75
 Bad!",$170,Light,Neutral,9.9 oz / 281g 10.6 oz / 300g,0,8.3 mm 9.5 mm,HeelMid/forefoot,Slightly small,Soft,0,Decent,Bad,Good,Warm,Medium,Wide,Moderate,Stiff,Flexible,3.6 mm,32.1 mm 37.0 mm,23.8 mm 27.5 mm,NarrowNormal,0,Winter,1,1,Waterproof,#346 Bottom 5%,#101 Top 28%
Nike,Terra Kiger 8,"85
 Good!",$140,ModerateTechnical,Neutral,10.8 oz / 306g 10.4 oz / 295g,0,5.9 mm 6.0 mm,Mid/forefoot,True to size,Firm,Rock plate,-,-,-,-,Medium,-,Stiff,Moderate,Flexible,3.9 mm,28.1 mm 30.0 mm,22.2 mm 24.0 mm,Normal,0,-,1,1,-,#422 Bottom 34%,#596 Bottom 7%
Nike,Terra Kiger 9,"90
 Superb!",$150,ModerateTechnical,Neutral,10.2 oz / 288g 10.1 oz / 286g,0,4.4 mm 3.0 mm,Mid/forefoot,True to size,Soft,0,Very good,Decent,-,Moderate,Medium,Medium,Stiff,Moderate,Moderate,4.4 mm,30.1 mm 31.0 mm,25.7 mm 28.0 mm,Normal,0,All seasons,1,1,-,#34 Top 10%,#293 Bottom 20%
Nike,Terra Kiger 9,"90
 Superb!",$150,ModerateTechnical,Neutral,10.2 oz / 288g 10.1 oz / 286g,0,4.4 mm 3.0 mm,Mid/forefoot,True to size,Soft,0,Very good,Decent,-,Moderate,Medium,Medium,Stiff,Moderate,Moderate,4.4 mm,30.1 mm 31.0 mm,25.7 mm 28.0 mm,Normal,0,All seasons,1,1,-,#34 Top 10%,#293 Bottom 20%
Nike,Terra Kiger 9,"90
 Superb!",$150,ModerateTechnical,Neutral,10.2 oz / 288g 10.1 oz / 286g,0,4.4 mm 3.0 mm,Mid/forefoot,True to size,Soft,0,Very good,Decent,-,Moderate,Medium,Medium,Stiff,Moderate,Moderate,4.4 mm,30.1 mm 31.0 mm,25.7 mm 28.0 mm,Normal,0,All seasons,1,1,-,#34 Top 10%,#293 Bottom 20%
Nike,Terra Kiger 9,"90
 Superb!",$150,ModerateTechnical,Neutral,10.2 oz / 288g 10.1 oz / 286g,0,4.4 mm 3.0 mm,Mid/forefoot,True to size,Soft,0,Very good,Decent,-,Moderate,Medium,Medium,Stiff,Moderate,Moderate,4.4 mm,30.1 mm 31.0 mm,25.7 mm 28.0 mm,Normal,0,All seasons,1,1,-,#34 Top 10%,#293 Bottom 20%
Nike,Terra Kiger 9,"90
 Superb!",$150,ModerateTechnical,Neutral,10.2 oz / 288g 10.1 oz / 286g,0,4.4 mm 3.0 mm,Mid/forefoot,True to size,Soft,0,Very good,Decent,-,Moderate,Medium,Medium,Stiff,Moderate,Moderate,4.4 mm,30.1 mm 31.0 mm,25.7 mm 28.0 mm,Normal,0,All seasons,1,1,-,#34 Top 10%,#293 Bottom 20%
Nike,Terra Kiger 9,"90
 Superb!",$150,ModerateTechnical,Neutral,10.2 oz / 288g 10.1 oz / 286g,0,4.4 mm 3.0 mm,Mid/forefoot,True to size,Soft,0,Very good,Decent,-,Moderate,Medium,Medium,Stiff,Moderate,Moderate,4.4 mm,30.1 mm 31.0 mm,25.7 mm 28.0 mm,Normal,0,All seasons,1,1,-,#34 Top 10%,#293 Bottom 20%
Nike,Terra Kiger 9,"90
 Superb!",$150,ModerateTechnical,Neutral,10.2 oz / 288g 10.1 oz / 286g,0,4.4 mm 3.0 mm,Mid/forefoot,True to size,Soft,0,Very good,Decent,-,Moderate,Medium,Medium,Stiff,Moderate,Moderate,4.4 mm,30.1 mm 31.0 mm,25.7 mm 28.0 mm,Normal,0,All seasons,1,1,-,#34 Top 10%,#293 Bottom 20%
Nike,Terra Kiger 9,"90
 Superb!",$150,ModerateTechnical,Neutral,10.2 oz / 288g 10.1 oz / 286g,0,4.4 mm 3.0 mm,Mid/forefoot,True to size,Soft,0,Very good,Decent,-,Moderate,Medium,Medium,Stiff,Moderate,Moderate,4.4 mm,30.1 mm 31.0 mm,25.7 mm 28.0 mm,Normal,0,All seasons,1,1,-,#34 Top 10%,#293 Bottom 20%
Nike,Terra Kiger 9,"90
 Superb!",$150,ModerateTechnical,Neutral,10.2 oz / 288g 10.1 oz / 286g,0,4.4 mm 3.0 mm,Mid/forefoot,True to size,Soft,0,Very good,Decent,-,Moderate,Medium,Medium,Stiff,Moderate,Moderate,4.4 mm,30.1 mm 31.0 mm,25.7 mm 28.0 mm,Normal,0,All seasons,1,1,-,#34 Top 10%,#293 Bottom 20%
Nike,Terra Kiger 9,"90
 Superb!",$150,ModerateTechnical,Neutral,10.2 oz / 288g 10.1 oz / 286g,0,4.4 mm 3.0 mm,Mid/forefoot,True to size,Soft,0,Very good,Decent,-,Moderate,Medium,Medium,Stiff,Moderate,Moderate,4.4 mm,30.1 mm 31.0 mm,25.7 mm 28.0 mm,Normal,0,All seasons,1,1,-,#34 Top 10%,#293 Bottom 20%
Nike,Ultrafly,"89
 Great!",$260,LightModerate,Neutral,10.5 oz / 299g 10.1 oz / 286g,0,11.8 mm 8.5 mm,Heel,True to size,Soft,Carbon plate,Very bad,Good,Good,Moderate,Medium,Wide,Stiff,Stiff,Moderate,3.0 mm,36.6 mm 38.0 mm,24.8 mm 29.5 mm,Normal,0,All seasons,1,1,-,#85 Top 24%,#201 Bottom 45%
Nike,Ultrafly,"89
 Great!",$260,LightModerate,Neutral,10.5 oz / 299g 10.1 oz / 286g,0,11.8 mm 8.5 mm,Heel,True to size,Soft,Carbon plate,Very bad,Good,Good,Moderate,Medium,Wide,Stiff,Stiff,Moderate,3.0 mm,36.6 mm 38.0 mm,24.8 mm 29.5 mm,Normal,0,All seasons,1,1,-,#85 Top 24%,#201 Bottom 45%
Nike,Ultrafly,"89
 Great!",$260,LightModerate,Neutral,10.5 oz / 299g 10.1 oz / 286g,0,11.8 mm 8.5 mm,Heel,True to size,Soft,Carbon plate,Very bad,Good,Good,Moderate,Medium,Wide,Stiff,Stiff,Moderate,3.0 mm,36.6 mm 38.0 mm,24.8 mm 29.5 mm,Normal,0,All seasons,1,1,-,#85 Top 24%,#201 Bottom 45%
Nike,Ultrafly,"89
 Great!",$260,LightModerate,Neutral,10.5 oz / 299g 10.1 oz / 286g,0,11.8 mm 8.5 mm,Heel,True to size,Soft,Carbon plate,Very bad,Good,Good,Moderate,Medium,Wide,Stiff,Stiff,Moderate,3.0 mm,36.6 mm 38.0 mm,24.8 mm 29.5 mm,Normal,0,All seasons,1,1,-,#85 Top 24%,#201 Bottom 45%
Nike,Wildhorse 10,"91
 Superb!",$165,LightModerate,Neutral,11 oz / 312g 11 oz / 311g,0,10.9 mm 9.5 mm,Heel,True to size,Soft,Rock plate,Very bad,Good,Decent,Moderate,Medium,Medium,Moderate,Moderate,Moderate,3.4 mm,38.3 mm 38.0 mm,27.4 mm 28.5 mm,Normal,0,All seasons,1,1,-,#32 Top 9%,#132 Top 36%
Nike,Wildhorse 10,"91
 Superb!",$165,LightModerate,Neutral,11 oz / 312g 11 oz / 311g,0,10.9 mm 9.5 mm,Heel,True to size,Soft,Rock plate,Very bad,Good,Decent,Moderate,Medium,Medium,Moderate,Moderate,Moderate,3.4 mm,38.3 mm 38.0 mm,27.4 mm 28.5 mm,Normal,0,All seasons,1,1,-,#24 Top 7%,#133 Top 37%
Nike,Wildhorse 10,"91
 Superb!",$165,LightModerate,Neutral,11 oz / 312g 11 oz / 311g,0,10.9 mm 9.5 mm,Heel,True to size,Soft,Rock plate,Very bad,Good,Decent,Moderate,Medium,Medium,Moderate,Moderate,Moderate,3.4 mm,38.3 mm 38.0 mm,27.4 mm 28.5 mm,Normal,0,All seasons,1,1,-,#24 Top 7%,#133 Top 37%
Nike,Wildhorse 7,"87
 Great!",$130,LightModerate,Neutral,11.2 oz / 318g 11 oz / 312g,0,7.3 mm 8.0 mm,Mid/forefoot,True to size,-,Rock plate,-,-,-,-,Narrow,-,Stiff,Moderate,Flexible,4.2 mm,33.5 mm 30.0 mm,26.2 mm 22.0 mm,Normal,0,-,1,1,-,#344 Bottom 46%,#501 Bottom 22%
Nike,Wildhorse 8,"85
 Good!",$130,Moderate,Neutral,11.3 oz / 319g 10.5 oz / 298g,0,9.2 mm 8.0 mm,HeelMid/forefoot,True to size,Soft,Rock plate,Very bad,Bad,-,Moderate,Medium,Medium,Moderate,Moderate,Moderate,3.5 mm,34.2 mm 35.5 mm,25.0 mm 27.5 mm,Normal,0,All seasons,1,1,-,#415 Bottom 35%,#356 Bottom 44%
Nike,Zegama 2,"87
 Great!",$180,Moderate,Neutral,10.7 oz / 302g 10.7 oz / 303g,0,4.0 mm 4.0 mm,Mid/forefoot,True to size,Soft,0,Good,Good,Good,Moderate,Medium,Wide,Moderate,Stiff,Flexible,4.0 mm,30.3 mm 36.0 mm,26.3 mm 32.0 mm,Normal,0,All seasons,1,1,-,#143 Top 39%,#95 Top 26%
Nike,Zegama 2,"87
 Great!",$180,Moderate,Neutral,10.7 oz / 302g 10.7 oz / 303g,0,4.0 mm 4.0 mm,Mid/forefoot,True to size,Soft,0,Good,Good,Good,Moderate,Medium,Wide,Moderate,Stiff,Flexible,4.0 mm,30.3 mm 36.0 mm,26.3 mm 32.0 mm,Normal,0,All seasons,1,1,-,#143 Top 39%,#95 Top 26%
Nike,Zegama 2,"87
 Great!",$180,Moderate,Neutral,10.7 oz / 302g 10.7 oz / 303g,0,4.0 mm 4.0 mm,Mid/forefoot,True to size,Soft,0,Good,Good,Good,Moderate,Medium,Wide,Moderate,Stiff,Flexible,4.0 mm,30.3 mm 36.0 mm,26.3 mm 32.0 mm,Normal,0,All seasons,1,1,-,#143 Top 39%,#95 Top 26%
Nike,Zegama 2,"87
 Great!",$180,Moderate,Neutral,10.7 oz / 302g 10.7 oz / 303g,0,4.0 mm 4.0 mm,Mid/forefoot,True to size,Soft,0,Good,Good,Good,Moderate,Medium,Wide,Moderate,Stiff,Flexible,4.0 mm,30.3 mm 36.0 mm,26.3 mm 32.0 mm,Normal,0,All seasons,1,1,-,#143 Top 39%,#95 Top 26%
Nike,Zegama 2,"87
 Great!",$180,Moderate,Neutral,10.7 oz / 302g 10.7 oz / 303g,0,4.0 mm 4.0 mm,Mid/forefoot,True to size,Soft,0,Good,Good,Good,Moderate,Medium,Wide,Moderate,Stiff,Flexible,4.0 mm,30.3 mm 36.0 mm,26.3 mm 32.0 mm,Normal,0,All seasons,1,1,-,#143 Top 39%,#95 Top 26%
Nike,Zegama 2,"87
 Great!",$180,Moderate,Neutral,10.7 oz / 302g 10.7 oz / 303g,0,4.0 mm 4.0 mm,Mid/forefoot,True to size,Soft,0,Good,Good,Good,Moderate,Medium,Wide,Moderate,Stiff,Flexible,4.0 mm,30.3 mm 36.0 mm,26.3 mm 32.0 mm,Normal,0,All seasons,1,1,-,#143 Top 39%,#95 Top 26%
Nike,Zegama 2,"87
 Great!",$180,Moderate,Neutral,10.7 oz / 302g 10.7 oz / 303g,0,4.0 mm 4.0 mm,Mid/forefoot,True to size,Soft,0,Good,Good,Good,Moderate,Medium,Wide,Moderate,Stiff,Flexible,4.0 mm,30.3 mm 36.0 mm,26.3 mm 32.0 mm,Normal,0,All seasons,1,1,-,#143 Top 39%,#95 Top 26%
NNormal,Kjerag,"93
 Superb!",$195,Light,Neutral,7.5 oz / 214g 7.1 oz / 200g,1,8.6 mm 6.0 mm,Mid/forefoot,True to size,Balanced,0,Decent,Decent,Decent,Warm,Medium,Medium,Flexible,Moderate,Flexible,3.0 mm,25.0 mm 23.5 mm,16.4 mm 17.5 mm,Normal,0,All seasons,0,0,-,#3 Top 1%,#234 Bottom 36%
NNormal,Kjerag,"93
 Superb!",$195,Light,Neutral,7.5 oz / 214g 7.1 oz / 200g,1,8.6 mm 6.0 mm,Mid/forefoot,True to size,Balanced,0,Decent,Decent,Decent,Warm,Medium,Medium,Flexible,Moderate,Flexible,3.0 mm,25.0 mm 23.5 mm,16.4 mm 17.5 mm,Normal,0,All seasons,0,0,-,#3 Top 1%,#234 Bottom 36%
On,Cloudsurfer Trail,"85
 Good!",$160,Light,Neutral,9.6 oz / 272g 9.6 oz / 272g,0,10.7 mm 7.0 mm,Heel,True to size,Balanced,0,Decent,Bad,Good,Moderate,Medium,Medium,Moderate,Stiff,Moderate,2.5 mm,37.4 mm 41.0 mm,26.7 mm 34.0 mm,Normal,1,All seasons,1,1,-,#197 Bottom 46%,#217 Bottom 41%
on,Cloudsurfer Trail,"85
 Good!",$160,Light,Neutral,9.6 oz / 272g 9.6 oz / 272g,0,10.7 mm 7.0 mm,Heel,True to size,Balanced,0,Decent,Bad,Good,Moderate,Medium,Medium,Moderate,Stiff,Moderate,2.5 mm,37.4 mm 41.0 mm,26.7 mm 34.0 mm,Normal,1,All seasons,1,1,-,#197 Bottom 46%,#217 Bottom 41%
On,Cloudultra 2,"89
 Great!",$180,Light,Neutral,10.4 oz / 296g 10.4 oz / 295g,0,10.2 mm 6.0 mm,Heel,True to size,Firm,Rock plate,Bad,Decent,Good,Breathable,Medium,Medium,Flexible,Flexible,Flexible,2.5 mm,30.2 mm 27.0 mm,20.0 mm 21.0 mm,Normal,0,SummerAll seasons,1,1,-,#104 Top 29%,#244 Bottom 33%
On,Cloudultra 2,"89
 Great!",$180,Light,Neutral,10.4 oz / 296g 10.4 oz / 295g,0,10.2 mm 6.0 mm,Heel,True to size,Firm,Rock plate,Bad,Decent,Good,Breathable,Medium,Medium,Flexible,Flexible,Flexible,2.5 mm,30.2 mm 27.0 mm,20.0 mm 21.0 mm,Normal,0,SummerAll seasons,1,1,-,#104 Top 29%,#244 Bottom 33%
On,Cloudultra 2,"89
 Great!",$180,Light,Neutral,10.4 oz / 296g 10.4 oz / 295g,0,10.2 mm 6.0 mm,Heel,True to size,Firm,Rock plate,Bad,Decent,Good,Breathable,Medium,Medium,Flexible,Flexible,Flexible,2.5 mm,30.2 mm 27.0 mm,20.0 mm 21.0 mm,Normal,0,SummerAll seasons,1,1,-,#105 Top 29%,#244 Bottom 33%
On,Cloudvista,"89
 Great!",$150,Light,Neutral,10.1 oz / 285g 9.9 oz / 280g,0,10.3 mm 10.3 mm,Heel,Half size small,Balanced,Rock plate,Very bad,Bad,Good,Breathable,Medium,Medium,Stiff,Moderate,Flexible,2.5 mm,32.3 mm 32.3 mm,22.0 mm 22.0 mm,Normal,0,SummerAll seasons,1,1,-,#147 Top 23%,#487 Bottom 24%
On,Cloudvista 2,"88
 Great!",$150,Light,Neutral,10.3 oz / 292g 10.9 oz / 309g,0,6.0 mm 5.0 mm,Mid/forefoot,True to size,Balanced,0,Decent,Bad,Good,Warm,Narrow,Medium,Moderate,Stiff,Moderate,3.1 mm,31.7 mm 29.0 mm,25.7 mm 24.0 mm,NarrowNormal,0,All seasons,1,1,-,#130 Top 36%,#215 Bottom 41%
On,Cloudvista 2,"88
 Great!",$150,Light,Neutral,10.3 oz / 292g 10.9 oz / 309g,0,6.0 mm 5.0 mm,Mid/forefoot,True to size,Balanced,0,Decent,Bad,Good,Warm,Narrow,Medium,Moderate,Stiff,Moderate,3.1 mm,31.7 mm 29.0 mm,25.7 mm 24.0 mm,NarrowNormal,0,All seasons,1,1,-,#131 Top 36%,#215 Bottom 41%
On,Cloudvista 2,"88
 Great!",$150,Light,Neutral,10.3 oz / 292g 10.9 oz / 309g,0,6.0 mm 5.0 mm,Mid/forefoot,True to size,Balanced,0,Decent,Bad,Good,Warm,Narrow,Medium,Moderate,Stiff,Moderate,3.1 mm,31.7 mm 29.0 mm,25.7 mm 24.0 mm,NarrowNormal,0,All seasons,1,1,-,#131 Top 36%,#215 Bottom 41%
salomon,Genesis,"92
 Superb!",$150,ModerateTechnical,Neutral,9.9 oz / 282g 9.7 oz / 275g,0,9.0 mm 8.0 mm,HeelMid/forefoot,True to size,Balanced,0,Good,Good,Decent,Moderate,Medium,Medium,Moderate,Moderate,Stiff,4.0 mm,33.5 mm 33.0 mm,24.5 mm 25.0 mm,Normal,0,All seasons,1,1,Water repellent,#12 Top 4%,#221 Bottom 39%
Salomon,Genesis,"92
 Superb!",$150,ModerateTechnical,Neutral,9.9 oz / 282g 9.7 oz / 275g,0,9.0 mm 8.0 mm,HeelMid/forefoot,True to size,Balanced,0,Good,Good,Decent,Moderate,Medium,Medium,Moderate,Moderate,Stiff,4.0 mm,33.5 mm 33.0 mm,24.5 mm 25.0 mm,Normal,0,All seasons,1,1,Water repellent,#12 Top 4%,#221 Bottom 39%
